Path,FileName,From,To,Sent,Subject,Content
pdf/mette/EFTA01900452.pdf,EFTA01900452.pdf,Boris Nikolic,Jeffrey Epstein,2013-04-10 11:23:18+00:00,RE:,"Yes —any time you can talk. My mtg starts at 11am

From: Jeffrey Epstein [mailto:jeevacation@gmail.com]

Sent: Wednesday, April 10, 2013 9:23 AM

To: Boris Nikolic

Subject:

lets talk salina chow.? house. ? jawbone? bill schedule ? tcrje, ? mettc? melz"
pdf/mette/EFTA00953985.pdf,EFTA00953985.pdf,Jeffrey Epstein,Boris Nikolic,2013-02-11 23:32:50+00:00,Re:,ok
pdf/mette/EFTA00692700.pdf,EFTA00692700.pdf,Boris Nikolic,Jeffrey Epstein,2013-02-11 23:31:08+00:00,RE:,"At mtgs. will call you in 2h to discuss

From: Jeffrey Epstein [mailto

Sent: Monday, February 11, 2013 2:33 PM

To: Boris Nikolic

Subject:

if you could give me an idea of 1 your schedule . i am going to pick you up and bring you. to ted. 2. i will

arrange a charter home. 3, bill dinner 28 , march 1 others. 4 mette? do you want me to bring anyone else from

ny? island trip with"
pdf/mette/EFTA00953982.pdf,EFTA00953982.pdf,Jeffrey Epstein,Boris Nikolic,2013-02-11 22:33:06+00:00,CENSORED,"if you could give me an idea of 1 your schedule . i am going to pick you up and bring you. to ted. 2. i will

arrange a charter home, 3, bill dinner 28 , march 1 others. 4 mette? do you want me to bring anyone else from

ny? island trip with meilinda?"
pdf/mette/EFTA01907090.pdf,EFTA01907090.pdf,Jeffrey Epstein,Boris Nikolic,2013-02-11 22:32:50+00:00,Re:,ok
pdf/mette/EFTA01907018.pdf,EFTA01907018.pdf,Boris Nikolic,Jeffrey Epstein,2013-02-11 22:31:08+00:00,RE:,"At mtgs. will call you in 2h to discuss

From: Jeffrey Epstein [mailto:jeevacation@gmail.com]

Sent: Monday, February 11, 2013 2:33 PM

To: Boris Nikolic

Subject:

if you could give me an idea of 1 your schedule . i am going to pick you up and bring you. to

tcd. 2. i will arrange a charter home, 3, bill dinner 28 , march! others. 4 mette? do you want

me to bring anyone else from ny? island trip with meilinda?"
pdf/mette/EFTA01912208.pdf,EFTA01912208.pdf,Jeffrey Epstein,Boris Nikolic,2013-01-10 10:05:12+00:00,Re: problem,"boris, stay in bed, forget board meeting, catch up, rest, don't fly, take it easy, risk vs reward is

not there„ nothing that important,"
pdf/mette/EFTA01911445.pdf,EFTA01911445.pdf,Boris Nikolic,Jeffrey Epstein,2013-01-10 05:01:42+00:00,problem,"Had horrible few hours. It is a second worse day in my life.

Same shit with my eyes again (but worse).

Got the best specialist in the area in 30minm expedited admission, dx and injection of lucentis.

There is nothing to be done right now but just wait and see.

All happened in 4h. It started around 3pm today.

Going to sleep right now — took two ambiens.

I am planning to do everything what I originally planned. Tmr board mtg, a second mtg wth

Brook, and flight to PBI.

Told Mette same,

There is a small chance that I wake up tmr early and feel that I can't handle it well — in which case

I will go back to Seattle. I hope this will not happened/

B

EFTA_R1_00347994

EFTA01911445"
pdf/mette/EFTA00951153.pdf,EFTA00951153.pdf,Jeffrey Epstein,Boris Nikolic,2013-01-05 19:36:47+00:00,Re:,III be there
pdf/mette/EFTA01911998.pdf,EFTA01911998.pdf,Jeffrey Epstein,Boris Nikolic,2013-01-05 18:36:47+00:00,Re:,"Ill be there

 ** Pages have been removed, see source for all pages **"
pdf/mette/EFTA01911998-1.pdf,EFTA01911998-1.pdf,Jeffrey Epstein,Boris Nikolic,2013-01-05 18:36:47+00:00,Re:,"Ill be there

 ** Pages have been removed, see source for all pages **"
pdf/mette/EFTA00700010.pdf,EFTA00700010.pdf,Boris Nikolic,Jeffrey Epstein,2013-01-05 18:23:25+00:00,RE: RE:,"But if I am coming you must be there as well!

From: Jeffrey [mailtoleevacation@gmall.com]

Sent: Saturday, January 05, 2013 10:22 AM

To: Boris Nikolic

Subject: Re: RE:

Great come stay

Sony for all the typos ."
pdf/mette/EFTA00700009.pdf,EFTA00700009.pdf,Jeffrey Epstein,Boris Nikolic,2013-01-05 18:22:09+00:00,Re: RE:,"Great come stay

Sony for all the typos ."
pdf/mette/EFTA00700008.pdf,EFTA00700008.pdf,Boris Nikolic,Jeffrey Epstein,2013-01-05 18:13:15+00:00,RE:,"Thank youl

Will read the rest of documents, and go through numbers.

Will call you tmr.

Re the other issue — I could leave SF on Thursday after my board meeting and go to FLL or Miami — because of time

difference and flights I would be arriving late — around midnight. We could all have breakfast next morning — I think Mette

leaves that day? What do you think?

Boris

From: Jeffrey Epstein [mailtojeevacation@gmall.com]

Sent: Saturday, January 05, 2013 10:06 AM

To: Boris Nikolic

Subject:

if the fm investment doubles in three years. and thats, agressive, if these types of returns were ordinary, than

thats all larson should be doing what happens. , how is my interest calculated, can i decide when to sell,

when to value „ does it effect my other salary, ordinary income, makes little sense. , what if not public„ is it

only on distrubutions. , bill should not be allowed to take it away, right now, 10 million profit, 5 per cent per

year, three years, 1.5. off the top 30 % of the 8.5. left, s 2.55 ,million before tax. 1.25 after , so bill makes

7.5. and you take home 1,25. .. you should attempt to make it capital gains,? only for a fraud should it be

withheld."
pdf/kronprinsessen/EFTA00692206.pdf,EFTA00692206.pdf,Boris Nikolic,Jeffrey Epstein,2012-12-28 14:24:59+00:00,RE: Re:,"From where are you arriving?

NYC?

From: Jeffrey Epstein [mailto:jeevacation@gmall.com]

Sent: Friday, December 28, 2012 10:23 PM

To: Boris Nikolic

Subject: Re:

i will be there from 10-13

 ** Pages have been removed, see source for all pages **"
pdf/mette/EFTA00692206.pdf,EFTA00692206.pdf,Boris Nikolic,Jeffrey Epstein,2012-12-28 14:24:59+00:00,RE: Re:,"From where are you arriving?

NYC?

From: Jeffrey Epstein [mailto:jeevacation@gmall.com]

Sent: Friday, December 28, 2012 10:23 PM

To: Boris Nikolic

Subject: Re:

i will be there from 10-13

 ** Pages have been removed, see source for all pages **"
pdf/kronprinsessen/EFTA00951089.pdf,EFTA00951089.pdf,Jeffrey Epstein,Boris Nikolic,2012-12-28 14:22:38+00:00,Re:,"i will be there from 10-13

 ** Pages have been removed, see source for all pages **"
pdf/mette/EFTA00951089.pdf,EFTA00951089.pdf,Jeffrey Epstein,Boris Nikolic,2012-12-28 14:22:38+00:00,Re:,"i will be there from 10-13

 ** Pages have been removed, see source for all pages **"
pdf/kronprinsessen/EFTA00642433.pdf,EFTA00642433.pdf,Boris Nikolic,Jeffrey Epstein,2012-12-28 14:15:35+00:00,RE: Re:,"Please let me see what can I do .

Mette — would breakfast work for you? Can you leave later in a day.

Please send me dates when you are arrive/leave I

Would LOVE to see you both!

B

From: Jeffrey Epstein [mailtoleevacation@gmail.com]

Sent: Friday, December 28, 2012 4:51 PM

To: H.K.H. Kronprinsessen

Cc: Boris Nikolic

Subject: Re:

Breakfast??"
pdf/mette/EFTA00642433-1.pdf,EFTA00642433-1.pdf,Boris Nikolic,Jeffrey Epstein,2012-12-28 14:15:35+00:00,RE: Re:,"Please let me see what can I do .

Mette — would breakfast work for you? Can you leave later in a day.

Please send me dates when you are arrive/leave I

Would LOVE to see you both!

B

From: Jeffrey Epstein [mailtoleevacation@gmail.com]

Sent: Friday, December 28, 2012 4:51 PM

To: H.K.H. Kronprinsessen

Cc: Boris Nikolic

Subject: Re:

Breakfast??"
pdf/mette/EFTA00642433.pdf,EFTA00642433.pdf,Boris Nikolic,Jeffrey Epstein,2012-12-28 14:15:35+00:00,RE: Re:,"Please let me see what can I do .

Mette — would breakfast work for you? Can you leave later in a day.

Please send me dates when you are arrive/leave I

Would LOVE to see you both!

B

From: Jeffrey Epstein [mailtoleevacation@gmail.com]

Sent: Friday, December 28, 2012 4:51 PM

To: H.K.H. Kronprinsessen

Cc: Boris Nikolic

Subject: Re:

Breakfast??"
pdf/kronprinsessen/EFTA01912954.pdf,EFTA01912954.pdf,Boris Nikolic,Jeffrey Epstein,2012-12-28 13:24:59+00:00,RE: Re:,"From where are you arriving?

NYC?

From: Jeffrey Epstein [mailto:jeevacation©gmail.corn]

Sent: Friday, December 28, 2012 10:23 PM

To: Boris Nikolic

Subject: Re:

i will be there from 10-13

 ** Pages have been removed, see source for all pages **"
pdf/mette/EFTA01912954.pdf,EFTA01912954.pdf,Boris Nikolic,Jeffrey Epstein,2012-12-28 13:24:59+00:00,RE: Re:,"From where are you arriving?

NYC?

From: Jeffrey Epstein [mailto:jeevacation©gmail.corn]

Sent: Friday, December 28, 2012 10:23 PM

To: Boris Nikolic

Subject: Re:

i will be there from 10-13

 ** Pages have been removed, see source for all pages **"
pdf/kronprinsessen/EFTA01912843.pdf,EFTA01912843.pdf,Jeffrey Epstein,Boris Nikolic,2012-12-28 13:22:38+00:00,Re:,"i will be there from 10-13

 ** Pages have been removed, see source for all pages **"
pdf/mette/EFTA01912843.pdf,EFTA01912843.pdf,Jeffrey Epstein,Boris Nikolic,2012-12-28 13:22:38+00:00,Re:,"i will be there from 10-13

 ** Pages have been removed, see source for all pages **"
pdf/kronprinsessen/EFTA02350520.pdf,EFTA02350520.pdf,Boris Nikolic,Jeffrey Epstein,2012-12-28 13:16:00+00:00,RE: Re:,"Please let me see what ca= I do .

<=p>

Mette — would break=ast work for you? Can you leave later in a day.

<=p>

Please send me dates when=you are arrive/leave!

<=p>

Would LOVE to see you bot=!

<=p>

B

<=p>

From: Jeffrey =pstein Imailto:jeevacation@gmailcoml

Sent: Friday, December 28, 2012 4:51 PM

To: H.K.H. Kronprinsessen

Cc: Boris Nikolic

Subject: Re:

Breakfast??

 ** Pages have been removed, see source for all pages **"
pdf/mette/EFTA02350520.pdf,EFTA02350520.pdf,Boris Nikolic,Jeffrey Epstein,2012-12-28 13:16:00+00:00,RE: Re:,"Please let me see what ca= I do .

<=p>

Mette — would break=ast work for you? Can you leave later in a day.

<=p>

Please send me dates when=you are arrive/leave!

<=p>

Would LOVE to see you bot=!

<=p>

B

<=p>

From: Jeffrey =pstein Imailto:jeevacation@gmailcoml

Sent: Friday, December 28, 2012 4:51 PM

To: H.K.H. Kronprinsessen

Cc: Boris Nikolic

Subject: Re:

Breakfast??

 ** Pages have been removed, see source for all pages **"
pdf/kronprinsessen/EFTA01912795.pdf,EFTA01912795.pdf,Boris Nikolic,Jeffrey Epstein,2012-12-28 13:15:35+00:00,RE: Re:,"Please let me see what can I do .

Mette — would breakfast work for you? Can you leave later in a day.

Please send me dates when you are arrive/leave!

Would LOVE to see you both!

B

From: Jeffrey Epstein [mailto:jeevacation@gmail.com]

Sent: Friday, December 28, 2012 4:51 PM

To: H.K.H. Kronprinsessen

Cc: Boris Nikolic

Subject: Re:

Breakfast??

 ** Pages have been removed, see source for all pages **"
pdf/mette/EFTA01912795-1.pdf,EFTA01912795-1.pdf,Boris Nikolic,Jeffrey Epstein,2012-12-28 13:15:35+00:00,RE: Re:,"Please let me see what can I do .

Mette — would breakfast work for you? Can you leave later in a day.

Please send me dates when you are arrive/leave!

Would LOVE to see you both!

B

From: Jeffrey Epstein [mailto:jeevacation@gmail.com]

Sent: Friday, December 28, 2012 4:51 PM

To: H.K.H. Kronprinsessen

Cc: Boris Nikolic

Subject: Re:

Breakfast??

 ** Pages have been removed, see source for all pages **"
pdf/mette/EFTA01912795.pdf,EFTA01912795.pdf,Boris Nikolic,Jeffrey Epstein,2012-12-28 13:15:35+00:00,RE: Re:,"Please let me see what can I do .

Mette — would breakfast work for you? Can you leave later in a day.

Please send me dates when you are arrive/leave!

Would LOVE to see you both!

B

From: Jeffrey Epstein [mailto:jeevacation@gmail.com]

Sent: Friday, December 28, 2012 4:51 PM

To: H.K.H. Kronprinsessen

Cc: Boris Nikolic

Subject: Re:

Breakfast??

 ** Pages have been removed, see source for all pages **"
pdf/kronprinsessen/EFTA01913227.pdf,EFTA01913227.pdf,Jeffrey Epstein,Boris Nikolic,2012-12-28 08:33:37+00:00,Re: RE: Re:,"Sent: Friday, December 28, 2012 4:51 PM

To: H.K.H. Kronprinsessen

Cc: Boris Nikolic

Subject: Re:

Breakfast??"
pdf/mette/EFTA01913227.pdf,EFTA01913227.pdf,Jeffrey Epstein,Boris Nikolic,2012-12-28 08:33:37+00:00,Re: RE: Re:,"Sent: Friday, December 28, 2012 4:51 PM

To: H.K.H. Kronprinsessen

Cc: Boris Nikolic

Subject: Re:

Breakfast??"
pdf/kronprinsessen/EFTA00951037.pdf,EFTA00951037.pdf,Jeffrey Epstein,Boris Nikolic,2012-12-28 02:17:19+00:00,Re:,ok with me
pdf/kronprinsessen/EFTA00718461.pdf,EFTA00718461.pdf,Boris Nikolic,Jeffrey Epstein,2012-12-28 01:31:35+00:00,RE:,"Pls lets plan 11th as it seems that my announcement and a board mtg is on 10th. Will not have time to arrive to pb on

10th."
pdf/kronprinsessen/EFTA01909401.pdf,EFTA01909401.pdf,Jeffrey Epstein,Boris Nikolic,2012-12-28 01:17:19+00:00,Re:,ok with me
pdf/kronprinsessen/EFTA01909194.pdf,EFTA01909194.pdf,Boris Nikolic,Jeffrey Epstein,2012-12-28 00:31:35+00:00,RE:,"Pls lets plan 11th as it seems that my announcement and a board mtg is on 10th. Will not have time to

arrive to pb on 10th."
pdf/kronprinsessen/EFTA00950996.pdf,EFTA00950996.pdf,Jeffrey Epstein,Boris Nikolic,2012-12-27 19:11:47+00:00,CENSORED,shooitng for dinner together the lOth in pb
pdf/kronprinsessen/EFTA02564089.pdf,EFTA02564089.pdf,Jeffrey Epstein,Boris Nikolic,2012-12-27 18:12:00+00:00,,
pdf/kronprinsessen/EFTA01910934.pdf,EFTA01910934.pdf,Jeffrey Epstein,Boris Nikolic,2012-12-27 18:11:47+00:00,,
pdf/mette/EFTA00948985.pdf,EFTA00948985.pdf,Boris Nikolic,Jeffrey Epstein,2012-12-02 18:42:33+00:00,RE: Fwd:,"Great — will call you in three.

From: Jeffrey Epstein [mailto:jeevacation@gmail.com]

Sent: Sunday, December 02, 2012 10:32 AM

To: Boris Nikolic

Subject: Re: Fwd:

parsi available in tthree hours"
pdf/mette/EFTA00948975.pdf,EFTA00948975.pdf,Jeffrey Epstein,Boris Nikolic,2012-12-02 18:32:22+00:00,Re: Fwd:,"parsi available in tthree hours

 ** Pages have been removed, see source for all pages **"
pdf/mette/EFTA01974050.pdf,EFTA01974050.pdf,Boris Nikolic,Jeffrey Epstein,2012-12-02 17:42:33+00:00,RE: Fwd:,"Great—will call you in three.

From: Jeffrey Epstein [mailto:jeevacation@gmail.com]

Sent: Sunday, December 02, 2012 10:32 AM

To: Boris Nikolic

Subject: Re: Fwd:

parsi available in [three hours

 ** Pages have been removed, see source for all pages **"
pdf/mette/EFTA01973501.pdf,EFTA01973501.pdf,Boris Nikolic,Jeffrey Epstein,2012-12-02 16:40:37+00:00,RE: Fwd:,"They are going to Hollywood. There is a lot of fantasy there. It might be a fit.

Where are you now? Paris?

Talk soon

B

From: Jeffrey Epstein [mailto:jeevacation@gmail.com]

Sent: Sunday, December 02, 2012 5:34 AM

To: Boris Nikolic

Subject: Fwd:

Forwarded message

From:

Date: Sunday, December 2, 2012

Subject:

To: jecvacation@gmail.com

They are likely to decline - and honestly after my interview with the woman who would

be my boss I am not sure it would be wise to take the job. During the interview she told

me she really wanted an internal candidate and that bringing in an outsider meant a

huge waste of time for her...""uhhh ""

Anyway I have a really cool plan/idea. I think you will support it and reeally like it. Still

EFTA_R1_00457780

EFTA01973501

involves the WB. Got another note from Bill who really wants me to be at the WB. Too

much to type...want to talk soon?

Also - a really really neat idea from Steve and the LA boys. VERY CLEVER, it surprised

me. The analogous Hollywood version of Intellectual Ventures (Nathan's gig).

How is Mette feeling? Does she really have dengue?

Want to talk soon? Tomorrow night late we get to BKK. There till Thursday.

-----Original Message-----

From: Jeffrey Epstein < eevacation mail com>

To:-, MD

Sent: Fri, Nov 30, 2012 1:00 pm

when will you get feedback on worlkd bank, if they decline what is plan

 ** Pages have been removed, see source for all pages **"
pdf/mette/EFTA00701108.pdf,EFTA00701108.pdf,Boris Nikolic,Jeffrey Epstein,2012-11-30 23:00:18+00:00,RE:,"Did she keep you warm and safe ;)

In Oslo or in Paris?

All went well. Will tell you more

B

From: Jeffrey Epstein [mailto:jeevacation@gmail.comJ

Sent: Friday, November 30, 2012 1:00 PM

To: Boris Nikolic

Subject:

how did it go with bill yesterday„ mette and i just walked in a park zero degrees, and dark."
pdf/mette/EFTA02722801.pdf,EFTA02722801.pdf,Boris Nikolic,Jeffrey Epstein,2012-11-30 22:00:18+00:00,RE:,"Did she keep you warm and safe ;)

In Oslo or in Paris?

All went well. Will tell you more

B

From: Jeffrey Epstein [mailto:jeevacation©gmail.com]

Sent: Friday, November 30, 2012 1:00 PM

To: Boris Nikolic

Subject:

how did it go with bill yesterday„ mette and i just walked in a park zero degrees, and dark,"
pdf/mette/EFTA01762233.pdf,EFTA01762233.pdf,Boris Nikolic,Jeffrey Epstein,2012-11-30 22:00:00+00:00,RE:,"Did she keep you warm and=safe ;)

<=p>

In Oslo or in Paris?=/o:p>

<=p>

All went well. Will tell =ou more

<=p>

B

From: Jeffrey =pstein Imailto:jeevacation@gmail.com]

Sent: Friday, November 30, 2012 1:00 PM

To: Boris Nikolic

Subject:

how did it go with bi=l yesterday„ mette and i just walked in a park zero degrees, and da=k,"
